"生きてる意味なんて存在しない　って事にしよう。　ないものを考えても仕方ない。","1"
"まぁそれを改善する為にWireless Keyboard買った訳だけども。","1"
"どうでも良いつぶやきは１時間経つと消えるとかいう機能欲しいね。","1"
"AndroidってPDFデフォルトで開けないのか…？  ってかブラウザに開かせればいいんでないの？","-1"
"今日の微積のテスト、ヤコビヤンの絶対値忘れるとかアホな事やってしまった…　","-1"
"はっちゃん開館アタックするとか言ってまだ起きてないんじゃね！？笑","1"
"ぼくも開館アタックしないといかんからそろそろ寝るかなー。7.5時間睡眠でも間に合いそうだ。","1"
"ほんまそれ。 髪の毛どんだけ傷んでるか見てしまう系男子です…","-1"
"あぁあ、シャープがiPad3のディスプレイの検査基準を満たせなかったみたいね。サムスン電子とLGディスプレイ製の液晶パネルが使われるらしい。","-1"
"十三でめっちゃ降りるなぁ。ベッドタウンみたいになってるんかな！？","1"
"天才すぐるさまにアイコン描いてもらった！！！！　めっちゃうれしー！！！！","1"
"ツイート数が１とか２の人たち３人からフォローされたんだけどw　あやしいww","-1"
"たくさんフォローしてTL加速させて、速読の練習してる人とかいないのかなー","1"
"マクド内にミルクが飛び散った！笑  店員が機械に入れるのミスって床にも、店員の服にも飛び散ったww","1"
"脳が寝る事を認識する為にぼくは""おやすみ""という言葉を放たないといけないようだ。","-1"
"友達とゲームやってるならまだいいけど、独り言で言ってたら怖いよー","-1"
"娘に恋する父親とかたくさんいていいと思うんだけど、あんまり聞かないよねー？？　実際子供持つとそういう感情抱かない様になってるのかなー？","-1"
"この時期は肌乾燥するから化粧水必須だよねー！！　とかちょっと女子力高そうな事言ってみる。","1"
"最近ベッドに入ると無心なのに涙が出てくるんだけど。目が疲れてるのか心が疲れてるのか知らんけど。おやすみ。","-1"
"あとは２つ上の先輩にも可愛がってもらったなぁ。　あの方達はマジで可愛かったwww","1"
"マクドでナンパしたところで、その後の流れが見えないんだけど…　食事行きませんかとか誘えないし。　いきなり二人で夜遊びはヤバいしw","-1"
"ただ普通に社会生活してたらどうしても高度な欲求が必然的に満たされてしまう機会に遭遇するはずなので、そのような状況が起きる事はめったにないと。","1"
"最後の一文字違うんだが、フォロー関係から彼に違いない、うん。　それにしても情報系にいってるとは驚きやぁ。","1"
"なんで宇宙が出来たんだ、とか考えると人間が存在している意味を見いだせなくなって生きることが辛くなる。","-1"
"それにしても、マクドで3時間勉強すると、うちで1日勉強するぐらいの量できるからすごい。  いや、うちでダラダラし過ぎてるだけです。","1"
"武器決,読んでたらディベートやりたくなったので、次回の会議で""ディベート""やろう。討論会じゃなくてディベート。","1"
"満たされない生活を送っている人たちは妄想がすごい上手いかもしれないし","-1"
"彼　はもしかして自分じゃないのか？　とか思っちゃう人が結構いるよね。","-1"
"おー、日本版iPhone4Sでも英語のSiri使えるのか！！","1"
"数量計画入門の練習問題に、草野球チームの『三振タイガース』   とか出てきて吹いたwww","1"
"よし！  今日は受かっただろ。  車降りる時に 完璧でしたよ って言われたし。","1"
"浜松医科大は今日から学校始まるんだったねー  大学によって休みの長さ違いすぎだよなー","-1"
"あと３日はだいたい外にいるから食料管理はちょうどいい感じかな","1"
"公園で小学生が「〇〇ちゃん彼氏いんで！」とか話しててませてるなぁって思う。","1"
"iOS5.1.1のJailbreak環境整ったらしいから今日の夜にJailbreakしよう。","1"
"人間は神的な存在になって、電子世界で動いている自分のアバター達を操作するようになる。自分の生活はどうでもよくなって、電子世界の自分が活躍してればいいって思想になる。","-1"
"なんでも電子化しようという動きが強くなって、家も仮想化しちゃってみんなホームレスになるみたいな。","-1"
"電源を有線で取るのあと何年続くのかなぁ。　家電製品多くなってきて配線ぐちゃぐちゃになるし、コンセント足りないわで不便だのう。","-1"
"うちわの形って長年変わってない気がするけど、あれが一番効率の良い形なのかなぁ。　一回仰いだらものすごく風のくるうちわとかないのかなぁ。","-1"
"明日朝から大阪行っていろいろフラフラしようかなぁ。　準備しないとー(ｱｾｱｾ","-1"
"10日早めに来る人いるかなー？　暇だから早めにルネ行こうかと思ってるんだけど。","1"
"自分のサーバーにVPN環境構築した。PPTPじゃなくてL2TP/IPsecを使うことにしたから、大学のVPNよりも若干速い(感じがする)。","1"
"バス内のテレビから「アウンサンスーチー」って単語が聞こえて来たから、あー中国語でも発音一緒なんだと思って顔上げたら、画面に工事現場が映ってた。","-1"
"向かいの子きっと工化の女の子やなー。ベンゼン環いっぱい見える","1"
"毎分の脈拍ツイートしてやるからおれが今何やってるか想像してみろよ！　とか。","1"
"マンゴープリン食ってるけど、なんか安っぽい味する。　3つで100円だし当然だった。","-1"
"20代（もしくは30代まで）で70歳ぐらいまで生きていける金何とか稼いで、あとは遊ぶ生活っていいよね。","1"
"そうだ、缶コーヒーのブラックって香りが無いからあんまり美味しく感じないんだ！","1"
"こういう測り方って実際に手で触った時の感覚と同じなんかな？？","-1"
"半年ゲームやってないと久し振りにやりたくなるな   パワプロでもやろ","1"
