"そういえばこの前バイト先の新しいPCセットアップしたら爆速で ふえー！！ ってなった。i7のQuad-Coreで周波数3GHzぐらいだったかなぁ。Quad-Core全然違うわ。","1"
"だれか暇な人おらんかね　ってもそこまで激しく行きたくないけど、課題あるし。","0.5"
"7時からのCallの試験にいつ行けばいいのかよくわからん。ちょっと遅かったらめちゃくちゃ混むし、ちょっと早かったら誰いない…笑 今回3回目でいい感じのタイミングで行きたい。","-0.5"
"外国人に比べて日本人はフィードバック送らない傾向があるので、みなさん積極的に意見を言いましょう。","1"
"で、しかも女の子すぐに寝ちゃう。親が気付くと起こすんだけど、親は親で本読んでるからなかなか娘が寝てるの気付かない。迷惑だから家帰れよ。","-1"
"どうして価値の低い会話が生まれるのかと考えていたけど、話し手がinputした情報に対して十分に思考していなくて、もとの情報に＋αされていない事が原因なのではないかという結論に至った。　つまり見たまんま、聞いたまんまをoutputしていて、だからなに？ という状態に陥りやすい。","0.5"
"なんなんだろう。そういう人間性の人がテニサーに集まるのか、それともテニサーに入るとそうなってしまうのか。","1"
"というか学問化されてるのか知らなかったから仕方ない。。。　自分の調査不足だった。","-1"
"缶拾ってるよりはカネになるだろうしなぁ。 やっぱり最低賃金とか関係ない労働者いないと成り立たないような。  最低賃金とかあるから、雇う方も最低賃金払うに値するような人しか雇用できない訳で…","-1"
"ワザとバカっぽいツイートして、下手に突っ込んできた人をボコボコにしてる人とかいそう。","1"
"自分の人生で大きな失敗がなくてこれはやばいと高校生の時に思い始めた。記憶の中では自分の一番大きな失敗は車の免許取るときに最後の試験で１回落ちた事。","-1"
"水曜日女装してったらレディースデイ1000円でいける！！　って思ったけど、女装セット買う方が映画代よりも高く付くのではないかと思った。　","1"
"Willcomeも3台か。　データ通信はSBの回線使って、電話はPHS使うのか。","0.5"
"「頑張って！言われるのきらーい」とかいう人いるけど、『頑張れ』という言葉がどうであれ、相手が自分を応援してくれてる事は確かなんだから、言葉どうこうよりも相手の気持ちを重視して素直に喜ぶべきではないの？と思ってしまう。","0.5"
"超交流会でナース服着てた子からメール来たし、今日は心地よく眠りにつけそう。","1"
"大学が実家通いだったら自分の家で塾経営するとかわんちゃんあったなぁ。","1"
"良く考えたら今貯めてる金は使い道が決まってるから、その金で資金運用しようとしてるのがおかしかった。","-1"
"美味しいアイス作って糖尿病患者増やそうとしてるメーカーさいあく〜！！","0.5"
"うー、疲れた〜　明日も朝からバイトだけど時間フリーだから今からマクド行って勉強するかなぁ。","0.5"
